GPE	Saavatthii	16
GPE	Rama	14
GPE	Kappa	9
GPE	Rosika	9
GPE	Kaccayana	6
GPE	Sunaparanta	6
GPE	Ajita	4
GPE	Kala	4
GPE	Licchavin	4
GPE	Parileyyaka	4
GPE	Thuna	4
GPE	Beluva	3
GPE	Jetavana	3
! GPE	Nibbana	3
GPE	Palileyyaka	3
GPE	Dakkhinagiri	2
! GPE	India	2
GPE	Kammasadamma	2
GPE	Nerañjara	2
GPE	Pavarika	2
GPE	Piṅgalakoccha	2
GPE	Sedaka	2
! GPE	Seer	2
! GPE	Skill	2
GPE	Abhibhu	1
GPE	Ambagama	1
GPE	Ambara	1
GPE	Anopama	1
GPE	Asita	1
GPE	Asura	1
GPE	Atuma	1
???GPE	Bhaaradvaaja	1
GPE	Ciravasi	1
GPE	Desire	1
GPE	Haliddavasa	1
! GPE	Hurry	1
GPE	Isigili	1
GPE	Jambugama	1
GPE	Kaccaayana	1
GPE	Kali	1
GPE	Kannakatthala	1
GPE	Karunakayika	1
GPE	Kitagiri	1
! GPE	Mallika	1
GPE	Manopadusika	1
! GPE	Nanda	1
GPE	Nata	1
GPE	Navanavati	1
! GPE	Oriental	1
GPE	Pajjuna	1
GPE	Pasenadi	1
! GPE	Pigeon	1
GPE	Pindola	1
! GPE	Planets	1
GPE	Pukkusati	1
! GPE	Rahula	1
GPE	Savatthia	1
GPE	Sivaka	1
! GPE	Spread	1
GPE	Suppabuddha	1
GPE	Suttanipāta	1
GPE	Suyama	1
GPE	Tejasi	1
! GPE	Theravada	1
!GPE	Theri	1
! GPE	Tissa	1
!GPE	Tusita	1
GPE	Udañña	1
GPE	Udāyin	1
GPE	Uttara	1
GPE	Vanarasi	1
GPE	Vebhara	1
GPE	Vethadipa	1
GPE	Ñatika	1

LOC	Brahma worlds	23
LOC	Jeta Grove	17
LOC	Brahma world	15
LOC	Game Refuge at Isipatana	15
! LOC	brahma	15
LOC	Eastern Monastery	13
LOC	Jeta Wood	13
LOC	Bhesakala Grove	11
LOC	Crocodile Haunt	11
LOC	Upavattana	8
LOC	Ghosita's Park	7
LOC	Great Hell	7
LOC	palace of Migara's mother	7
LOC	Bahuka River	6
LOC	Ganges River	6
LOC	Isigili mountain	6
LOC	Wild Mango Grove	6
LOC	Capala shrine	5
LOC	Ghosita's monastery	5
LOC	Migacira	5
LOC	Sankheyyaka Mountain	5
LOC	Vultures' Peak	5
LOC	Ambapali's grove	4
LOC	Brick Hall	4
LOC	Eastern Bamboo Park	4
LOC	Eastern Gatehouse	4
LOC	Gabled House	4
! LOC	Kosalan brahman	4
LOC	Mahi	4
LOC	Mount Meru	4
LOC	Nimmanarati	4
LOC	Tapoda Hot Springs	4
LOC	Yamuna	4
LOC	palace of Migāra	4
LOC	Gabled Pavilion	3
LOC	Kakuttha River	3
LOC	Kosalan country	3
LOC	Kukuṭa River	3
LOC	Nigrodha's Park	3
LOC	Peaked Roof Pavilion	3
LOC	Pipphali Cave	3
LOC	Pāṭali Village	3
! LOC	Rains	3
LOC	Tapoda monastery	3
LOC	Tavatimsa	3
LOC	Vulture's Peak Mountain	3
LOC	palace of Migara	3
LOC	Aciravati	2
LOC	Ambalaṭṭhika garden	2
LOC	Bahuka	2
! LOC	Black Rock on	2
! LOC	Brahma	2
LOC	Brahma realm	2
!LOC	Brahma-faring	2
LOC	Brick House	2
LOC	Catummaharajika	2
LOC	Cool Grove	2
LOC	Dakkhinagiri	2
! LOC	Disgrace	2
LOC	Eastern Direction	2
LOC	Eastern Park	2
LOC	Ghosita 's Park	2
LOC	Ghosita 's monastery	2
LOC	Gijjhakuta mountain	2
LOC	Inspiration Peak	2
LOC	Isigili	2
LOC	Jeta Forest	2
LOC	Kukuṭa river	2
! LOC	Licchavi-son	2
LOC	Macchikasanda	2
LOC	Magadhan country	2
LOC	Mango Stone	2
LOC	Matanga wilds	2
LOC	Mount Pandava	2
LOC	Pandava mountain	2
! LOC	Paranimmitavasavatti devas	2 -- NORP
LOC	Piyadassi	2
!LOC	Pure	2
LOC	Sal Tree	2
LOC	Sarabhu	2
LOC	Squirrels' Feeding Place	2
LOC	Squirrels' refuge	2
LOC	Sundarika	2
LOC	Sāmaṇḍakāni	2
LOC	Tavatimsa heaven	2
LOC	Tusita	2
LOC	Tusita realm	2
LOC	Vepulla mountain	2
?? LOC	Yama	2 -- sometimes a particular Hell
LOC	Yamunā	2
LOC	brahma world	2
LOC	palace of Migara 's mother	2
LOC	river Kimikala	2
LOC	river Nerañjara	2
LOC	Abhassara	1
LOC	Akanittha	1
LOC	Akaniṭṭha heaven	1
LOC	Ambāṭakavana	1

LOC	Anaathapi.n.dika's monastery	1
LOC	Anaathapindika's monastery	1
LOC	Anathapindika's Pleasance	1
LOC	Anathapindika's monstery	1
LOC	Anathpindika's monastery	1

LOC	Appamana subha	1
LOC	Appamanabha	1
LOC	Atappa	1
LOC	Aviha	1
LOC	Bahumati	1
LOC	Balava-abyss	1
LOC	Bamboo Grove Monastery	1
LOC	Beautifully Lustrous Devas	1
LOC	Bhagalavati	1
LOC	Bhavitatta	1
LOC	Bhummattha	1
LOC	Black Forest	1
LOC	Boar's Cave	1
LOC	Bodhi Tree	1
LOC	Brahma Parisajja	1
LOC	Brahma Purohita	1
! LOC	Brahma-Uposatha	1
LOC	Buffalo Ground	1
LOC	Calika Hill	1
LOC	Cool Garden	1
LOC	Cālikā Mountain.	1
LOC	Deer Park in Isipatana	1
LOC	Eastern Park at Migara's mother	1
LOC	Eastern monastery	1
LOC	Forest Hut	1
LOC	Game Refuge	1
! LOC	Gandhara	1
LOC	Ghosita monastery	1
! LOC	Group of Thirty	1
LOC	Gunda Forest	1
LOC	Gutijjita	1
LOC	Haragaja	1
LOC	High Divinity's retinue	1
LOC	Himalayan mountain	1
LOC	Hiraññavati	1
LOC	Isipatana	1
LOC	Jambugama	1
LOC	Jeta 's Grove	1
LOC	Jetavana monastery	1
LOC	Jivaka Komarabhacca 's mango grove	1
LOC	Jujube Tree Park	1
LOC	Kakuttha's river	1
LOC	Kalaka's park	1
! LOC	Khuddaka Nikaya	1
LOC	Kosala country	1
LOC	Kosita's monastery	1
LOC	Magadha country	1
LOC	Maha-vana	1
LOC	Mahisavatthu	1
LOC	Makuta-bandhana	1
LOC	Mango Grove	1
!LOC	Mango Grove of	1
!LOC	Mango Grove.	1
LOC	Mango Orchard	1
LOC	Matika	1
LOC	Migara 's mother	1
LOC	Mount Meru's summit	1
LOC	Mount Sata	1
LOC	Mount Sineru	1
LOC	Mount Vulture Peak	1
LOC	Mucalinda Tree	1
LOC	Muccalinda tree	1
LOC	Nandana grove	1
LOC	Nigrodha Park	1
LOC	Niraya -hell	1
LOC	Niraya hell	1
LOC	Nitha	1
LOC	Northern clime	1
LOC	Osprey's Haunt	1
LOC	Palace	1
!LOC	Pali phrase	1
LOC	Pandita	1
LOC	Paranimmita-vasavatti	1
!LOC	Paranimmita-vasavatti devas	1
LOC	Paranimmitavasavatti	1
!LOC	Paranimmitavasavatti gods	1
LOC	Parittabha	1
LOC	Parittasubha	1
LOC	Pavarana	1
LOC	Pavarika 's mango grove	1
LOC	Pavarika's Mango Grove	1
LOC	Payaga	1
LOC	Peaked Pavilion	1
